# 2026-02-27 12:29:41
# /mn/fys-server1/a8/sylju/Kagome/Results/kagbias_2a_MERGED/0
# /mn/fys-server1/a8/sylju/Sources/SpinS/Utils/getlines.py -p rinputs.in
#
6 0.0023747683108167952
9 0.0019918509317933463
12 0.0018386672569262474
18 0.0017152421088667679
24 0.0016660533875579818
30 0.0016412986587613506
36 0.0016272474617910534
48 0.001612503921365081
60 0.0016054709365538238
90 0.0015985673154950445
120 0.0015961249040368536
180 0.001594402809647902
240 0.0015937506958029915
300 0.001593489110392417
